severity,category,workflow,surface_or_job,id,title,affects,what_i_did,what_i_saw,evidence,why_it_matters,suggestion
P2,-,C-i18n,sweep,F7,Three Home stat labels (sources_qualified/pending/candidates) have no i18n key anywhere and fall back to an auto-generated English string,"home surface top glance strip, all 12 non-English locales",Diffed hi/bn/ar textmaps for Home against en.json; read homeStatLabel()/HOME_STAT_LABELS in app-home.js.,"'sources qualified', 'sources pending' and 'sources candidates' render in English (rendered ALL CAPS via CSS text-transform) inside an otherwise fully-translated stats row in hi, bn and ar.","app-home.js:21-29: HOME_STAT_LABELS only maps articles/sources/keywords/commodity_prices/article_links/mentioned_dates — sources_qualified/sources_pending/sources_candidates are absent, so homeStatLabel() falls through to `k.replace(/_/g,' ')` ('sources qualified' etc.), which has no matching en.json key (confirmed by exact search) and so is never translated by t(). Screenshot: ar-home.png (top-le",A newer stat field (the sources-discovery pipeline) shipped without its i18n counterpart — exactly the kind of gap the project's own EXTERNAL-ARTIFACT-REGISTRY ritual exists to prevent for other kinds of additions.,Add the three keys to HOME_STAT_LABELS and to en.json (+ ×12 translations).
P2,-,C-i18n,sweep,F8,Insights status line mixes translated and untranslated fragments into a visually scrambled composite in Arabic,"insights surface, all 12 non-English locales (confirmed ar; structurally the same in hi/bn since the same keys are missing)",Screenshotted Insights in ar; extracted the #ins-status text nodes via text_map(); traced to app-insights.js.,"The corpus-coverage line reads as an incoherent mix: 'to index 1 · إشارات keywords (2 entities) · 2,342 29,535' — 'mentions' correctly became 'إشارات' (it happens to reuse an existing key) while 'articles indexed', 'keywords (', 'entities) ·' and 'to index' stay English, and RTL reordering scatters the numbers away from their labels.","app-insights.js:1131-1145 builds the whole status bar as one innerHTML template literal with these four fragments hardcoded, no t()/tf() call anywhere in the function. Exact-value search confirms none of 'articles indexed' / 'keywords (' / 'entities) ·' / 'to index' exist in en.json, while 'mentions' does (which is why only that word translated, via the generic DOM-walker's exact-match — proving t","Insights is a primary data tab; this line is the first thing shown and currently reads as broken in Arabic specifically (mixed-script, reordered numbers), not merely 'partly English'.",Give each fixed fragment an en.json key (or convert the whole line to one tf() template) so the whole sentence translates coherently.
P2,-,C-i18n,sweep,F2,"#net-toggle and #rate-toggle aria-label never translates, in any locale, under any code path — permanent screen-reader-only defect","Top bar, every surface (the buttons are global chrome), all non-English locales","Grepped app-core.js and app-sources.js for every place that paints these buttons (_paintNetwork, _paintRateMode) and every setAttribute('aria-label', …) call; live-evaluated document.getElementById('net-toggle'/'rate-toggle').getAttribute('aria-label') in a fresh fr session, after an explicit OOI18N.setLang('fr') mid-session, and after physically clicking toggleRateMode().","In every case the aria-label stayed the literal HTML default: 'Airplane mode (network on/off)' and 'Collection speed (target / maximum)'. Neither _paintNetwork nor _paintRateMode ever calls setAttribute('aria-label', …) — grep for aria-label in both files returns zero hits tied to these ids. Both buttons carry data-i18n-dyn, which opts them OUT of the generic i18n DOM-walker's attribute pass (i18n.js doAttrs() early-returns on that attribute) on the assumption the element manages its own translation — but for aria-label specifically, nothing does.","src/static/app-core.js (_paintNetwork, ~line 563-600) and src/static/app-sources.js (_paintRateMode, ~line 824-833): both set .title and (for rate-toggle) aria-pressed, never aria-label. src/static/i18n.js line 65-71 (doAttrs early-return on data-i18n-dyn). Live check: `getAttribute('aria-label')` returns the English string before AND after OOI18N.setLang('fr') and after a real click of toggleRate","This is the top bar's kill switch (invariant #14, the app's single most safety-critical control) and its collection-speed governor (invariant #4 addition). A screen-reader user on a French/Spanish/Portuguese/Indonesian install hears both announced only in English, forever — the one interaction surface designed around informed consent and honest state communication is the one place accessible naming silently fails to localize.",
P2,-,C-i18n,sweep,F3,"#rate-toggle's hover title (the actual visible tooltip) does not self-heal on a live language switch, unlike its sibling #net-toggle","Top bar #rate-toggle, all non-English locales, for the life of a session until the user happens to click the button",Read app-boot.js's oo:langchange listener (the block re-translating render-once/JS-managed surfaces on a live language switch) end to end and confirmed _paintNetwork IS called there but _paintRateMode/loadRateMode is absent. Live-verified: fresh fr session → title already English at boot; called OOI18N.setLang('fr') again mid-session (simulating the user re-picking French from the language menu) → title STILL English; then called toggleRateMode() directly (the only code path that re-invokes _paintRateMode after boot) → title correctly flips to French.,"before/after values (port 8011, lang=fr): before manual setLang → title='Collection speed: Maximum — uses your connection fully…' (English); after OOI18N.setLang('fr') → identical, still English; after simulating a click of the button → 'Vitesse de collecte : cible de 500 KiB/s — délibérément modérée. Cliquez pour Maximale (vitesse complète).' (correct French). #net-toggle's title, by contrast, is correctly French immediately (screenshot EVIDENCE-fr-topbar-nettoggle-tooltip.png) because app-boot.js explicitly re-invokes _paintNetwork() on oo:langchange — the exact wiring rate-toggle is missing.","src/static/app-boot.js ~line 91-93 ('Re-translate the airplane button's JS-managed (data-i18n-dyn) title.' — only _paintNetwork is called); no equivalent line for _paintRateMode anywhere in the file (grep confirms _paintRateMode is only called from loadRateMode() at boot and from inside toggleRateMode() itself). Screenshots: EVIDENCE-fr-topbar-ratetoggle-tooltip-english.png (English tooltip, hover","Invariant #17 is the project's own 'universal hover-for-information convention' — every dotted/marked element's hover bubble is supposed to re-read the live translated title by construction. This one control is the exception: a user who switches the app to French mid-session (the normal way, via the language menu) keeps seeing an English tooltip on the collection-speed knob until they happen to click it — which also changes their collection-speed setting, an unwelcome side effect of merely wanti",
P2,-,C-i18n,sweep,F4,"The Help/User-Manual page's inline-code-styled glossary vocabulary is permanently untranslated, even though the identical words correctly translate elsewhere in the live UI","help surface, all non-English locales (only the manual's `code`-span text; the same words work correctly on the Integrity tab's live UI)","Diffed text_map for the help surface against en; cross-checked every candidate against src/static/locales/{fr,es,pt,id}.json — confirmed 4/4 locales carry a REAL, DIFFERING translation for city, country, domain, language, tags, enabled, running, stopped, revisions, minor, offline, ownership, leaning, coordination-tag, transparency-fact, correction, note, Article. Traced the source text to docs/USER_MANUAL.md line 2224 (rendered into the Help tab as HTML, backtick spans become `<code>`). Cross-checked whether the SAME words translate correctly elsewhere: navigated to the Integrity tab and evalu","On the Help tab (screenshot EVIDENCE-fr-help-manual-glossary-untranslated.png) the surrounding French manual prose is fully translated ('Vous êtes hors ligne…', 'Exporter un lot signé', 'Auteurs de confiance', 'Qui a dit quoi ?'), but inline `<code>` spans in the same paragraph read literally 'ownership , leaning , coordination-tag , transparency-fact , correction , note' and 'trust-score' in raw English. On the Integrity tab, the identical vocabulary in the live `<select id=anno-kind>` renders correctly: ['propriété', 'orientation', 'étiquette de coordination', 'fait de transparence', 'correction', 'note']. Root cause confirmed in src/static/i18n.js line 20: `const SKIP = /^(SCRIPT|STYLE|TEXTAREA|CODE|PRE)$/;` — the DOM walker unconditionally skips all text inside `<code>`, a rule that is correct for literal code but incorrectly also blocks the manual's markdown-rendered prose terminolo","docs/USER_MANUAL.md:2224; src/static/i18n.js line 20 (SKIP regex) and doText() line 58; live evaluate of #anno-kind options (French, correct) vs textmap-fr-help.json entries with sel='code' (English); screenshot /home/user/oo-ui/wf-c/sweep-romance/EVIDENCE-fr-help-manual-glossary-untranslated.png.","The manual is the app's own explanation of its honesty guarantees (web-of-trust, no composite score, annotation kinds) — precisely the content invariant #9/#23-style transparency principles ask to be legible. A French/Spanish/Portuguese/Indonesian reader gets that explanation almost entirely in their language except for the exact vocabulary the explanation is ABOUT, which stays English purely as an artifact of markdown-to-code-span styling colliding with an i18n implementation detail — not a tra",
P2,-,F-complexity,Task,F4,"""Has the app phoned home"" has no in-app way to self-verify, only a JSON download",,,,Source: index.html lines ~2634 and ~2641 describe the debug bundle and network log purely in terms of 'download and share it' / no in-app rendering. Live: t12-taskmanager.png confirms the task manager's 5 tabs (Processes/Performance/Queue/Schedule/Sessions) contain no network-activity view.,"The claim itself is stated plainly and honestly on Home (a genuine strength), but the project's own non-negotiables call for transparency the user can inspect, and right now that inspection requires leaving the app.",Add a 'Network activity' tab to the existing task-manager window rendering the same verdict log the debug bundle already collects.
P2,-,F-complexity,Task,F5,Almost every 'Advanced' feature is invisible to sidebar-only browsing; the palette rescue is itself undiscovered,,,,"Live: results_c.json shows `redirect_ok:true, add_source_form_visible:true` for the palette route (fast: ~4 actions) vs. source-confirmed 9-subtab manual browse order (slow: 8-9 actions) in index.html's `#set-subtabs` nav order.","The engineering to make search-as-navigation work is already done and works well; the only missing piece is telling users it exists for this purpose, which is a much cheaper fix than restructuring Settings.","Add 1-2 first-run coachmarks (reusing the existing airplane-mode coachmark component) pointing at the omnibox, explicitly mentioning it also finds Settings sections."
P2,-,F-complexity,capabilities,F1,Full statistics engine (t-test/ANOVA/correlation/Mann-Whitney/CI) is 100% unwired,,,,"src/api/analysis.py:67-124 defines 9 POST routes on a real StatisticalTests/ConfidenceIntervals engine (scipy/statsmodels-backed, returns statistic+p-value+n+method per the app's honesty rules). grep -rniE 'anova|pearson|spearman|mann-whitney|t-test|confidence-interval' across every src/static/*.js and index.html returns zero matches (one incidental hit in an unrelated code comment in oosky.js).","A complete, tested, honesty-compliant significance-testing toolkit — exactly the kind of capability a rigor-focused journalism tool would want to headline — sits completely idle. It requires new generic-input UI (not a one-line wire-up, since it takes arbitrary arrays rather than corpus params), so it's real, valuable, non-trivial work being left on the table.","Design a 'Compare two selections' panel (e.g. in the Analyze window's Advanced subtab) that lets a user pick two saved article sets/keyword sets and runs the appropriate test; ANOVA/correlation could similarly attach to any two numeric series already surfaced elsewhere (commodity prices, government indicators)."
P2,-,F-complexity,capabilities,F2,3 of 4 Conjunction-Lens analytics functions have no API endpoint at all,,,,"src/analytics/conjunction.py:163-294 defines per_article_intensity, conditional_trend, vocabulary_contrast — each documented, pure, and covered by conjunction.py's own run_conjunction_selftest. grep -rn for all three names across src/api/ and src/static/ returns zero hits outside their own definitions. Only the 4th function, corpus_algebra (line 60), is wired: src/api/insights.py:910-925 -> consum","This is stronger than a UI gap: the engine team wrote and tested three additional views of the same N-keyword conjunction (density ranking, time trend, vocabulary contrast between corpora) and never exposed them via HTTP at all, so the frontend literally cannot reach them regardless of effort. The backlog's framing ('deeper views') undersells the fact that these aren't even reachable.","Add three thin endpoints in insights.py mirroring the corpus_algebra pattern (same terms/op query params, calling the three conjunction.py functions), then add matching panels next to the existing 'Combine keywords' picker in app-corpus.js."
P2,-,F-complexity,capabilities,F3,Source Groups + Batch Operations + Discovery (24 routes) has zero UI trace,,,,"src/api/source_management.py:781-1397 defines a complete subsystem: batch enable/disable/priority/rate-limit/tag-add/tag-remove for individual sources (:781-867), full group CRUD + tag-based auto-groups + refresh + batch group operations (:880-1264), and RSS/topic discovery + promote (:1317-1397). grep -n 'sources/batch|sources/groups|/discover/' across every src/static/*.js file returns zero hits","This is the single largest unsurfaced feature by route count. An operator managing a real corpus (the app's own STATE C fixture has 3,618 sources) would clearly benefit from bulk operations and grouping, and the backend already has rate-limiting decorators and structured responses suggesting production-readiness — it's pure UI absence, not backend immaturity.",Add a Groups view under Settings -> sources (list/create/tag-based-group creation) plus bulk-select checkboxes + a batch-action toolbar on the existing managed-sources table (app-sources.js:346-390 already renders that table).
P2,-,F-complexity,capabilities,F4,"Two parallel, non-overlapping backup-restore APIs exist; only one is wired",,,,"src/api/backup_v2.py exposes POST /api/backup/v2/restore/preview, POST .../commit, DELETE .../preview/{token}, POST /api/backup/legacy/restore, GET/POST /api/backup/reindex-backlog(+/resume,+/resume/cancel,+/resume/status), POST /api/backup/folder/verify, GET /api/backup/import-reports(+/{filename}) -- none referenced anywhere in src/static (grep, 0 hits). The docstrings for restore/preview and le","Two implementations both self-documented as 'the' unified import path cannot both be current. This is either dead backend code (safe to delete, currently just bundle/maintenance weight) or a newer implementation the frontend migration never finished (in which case the reindex-backlog resume UI in particular addresses a maintainer-ruled 2026-07-29 concern about invisible un-reindexed-import backlogs, per CLAUDE.md's own ledger). Static reading alone can't disambiguate intent.",Flag to the maintainer for a one-line triage decision (which API is current) before investing in either UI work or deletion; do not guess and build UI against the wrong one.
P2,-,F-complexity,capabilities,F8,"Mini trend-chart x-axis is index-positioned while its data source omits zero-count days, compressing the real time axis",,,,"src/analytics/queries.py:1756-1770 (_window_daily_series) explicitly documents 'only days that carry mentions appear (zero-count days are omitted).' The consuming renderer's x-axis mapping at src/static/app-corpus.js:1290 is const X = i => padL + plotW * (n<2?0.5:i/(n-1)) -- points are placed by ARRAY INDEX, not elapsed time. The adjacent code comment (lines 1339-1345) candidly notes the gap-rende","A 10-day silent gap and a same-day burst of mentions render as equally spaced points on the mini trend charts (used in the Analyze window's trend-multiples view), visually implying continuous daily activity where none occurred -- exactly the kind of chart-honesty violation the app's own invariant #16 (systematic detailed curves, never fabricated continuity) is designed to prevent, just via a different mechanism (index-position rather than interpolation).","Switch the mini-multiples X() function to a true date-linear scale (ooViz already ships linearScale, used elsewhere) mapped over the actual [window-start, window-end] date range, rather than point count -- a bounded, mechanical fix that doesn't require touching the data layer."
P2,-,F-complexity,capabilities,F9,#vitals-pop: a fully-built in-app task-manager popover is permanently unreachable (superseded but not deleted),,,,"Live on port 8030 (Playwright, screenshots 00-home-loaded.png/01-after-tm-open-click.png, raw probe dead_ui_live_verification.json): #vitals-pop exists, hidden:true on load; clicking the actual #tm-open toolbar button fires window.open('/tasks','oo-tasks') (captured popup event, url confirmed) and #vitals-pop.hidden remains true afterward. Static: the only toggleVitals() call in index.html is the ","A complete widget -- its own polling loop (_ensureVitalsPoll/_pollVitals/_renderVitals, app-core.js:1003-1045), keyboard focus-trap, Escape handling -- ships in every page load but can never be shown to a user. This is inert JS/DOM weight from an abandoned design, not a capability gap; matches the task brief's PRH-14 lead exactly, confirmed live rather than by static reading alone.","Delete #vitals-pop and its supporting JS (toggleVitals, _pollVitals, _renderVitals, vitalsKey, the focus-trap helpers) now that the /tasks-tab redesign is the sole task-manager entry point -- confirm no other surface depends on the polling loop's side effects before removing."
P2,-,F-complexity,first,F3,Primary sidebar nav labels carry none of the app's own hover-disclosure convention,,,,"step12_extra_probes.py queried every #navGroups .nav-item for a title attribute on the live, unlocked 8020 Home: all 10 checked items (Home, Feed, Insights, Observatory, World map, Governments, Agenda, Indices, Commodities, Library) returned title:null, hasTip:false.","This is the app's own universal hover-for-information convention (already app-wide per the project's stated informed-consent invariant), simply not yet applied to the single set of labels a brand-new user reads first and most often.",
P2,-,F-complexity,settings,F1,Cards subtab exposes 55 individually addressable Lead settings on one screen,,,,GET http://127.0.0.1:8031/api/settings/cards returns 8 families / 37 producers (all enabled_default=true) / 18 numeric tunables = 55 controls; live dom_summary() on the Cards subtab measured inputs:55 (see /home/user/oo-ui/wf-f/settings-inventory/dom-settings-cards.json and cards-catalog.json). Screenshot: settings-cards.png.,This is the single largest concentration of settings in the app and the strongest evidence for the report's central question (how many settings should a user ever see). None of these need a per-item decision to work correctly; the app already ships an analytically justified default for every one.,
P2,performance,G-perf-states,boot,F3,"Static JS/HTML is served with zero compression and no Cache-Control header, confirmed live",,"curl -D - -H 'Accept-Encoding: gzip, br, deflate' against http://127.0.0.1:8011/static/app-map.js; separately compared browser resource-timing transferSize vs decodedBodySize for all 25 scripts; then measured real gzip -9 ratios locally on the project's own files (not assumed from an industry figure).","No Content-Encoding header at all despite advertising gzip/br/deflate support; Content-Length equals the full uncompressed size (158,817 bytes for app-map.js). Browser resource timing across all 3 cold runs shows transferSize ≈ decodedBodySize for every one of the 25 scripts (the ~300-byte gap is HTTP headers). No Cache-Control or Expires header is present either (only Last-Modified + ETag).","curl output captured this session (Content-Length: 158817, no Content-Encoding); local gzip -9 measurement: app-map.js 158,817→46,106B (71.0% reduction), app-core.js 117,106→38,007B (67.5%), app-home.js 111,531→34,608B (69.0%), index.html 272,860→74,125B (72.8%).","~70% of every cold-load's script transfer bytes (≈1165KB of the 1664KB payload) is compressible with zero functional risk, pure text. The benefit is proportional to link speed/RTT — small on loopback (this measurement's context), real for the self-hosted-on-a-LAN scenario the project's own hosting stance explicitly targets (give the software away, self-host, never SaaS).","Add GZipMiddleware for /static/*.js and the HTML shell (one line, no functional change); separately consider a content-hashed filename scheme so a far-future immutable Cache-Control becomes safe to add."
P2,invariant-regression,G-perf-states,boot,F4,"A boot-critical endpoint's own rate limit (100/hour) is reachable through ordinary repeated page loads, and the 429 carries no Retry-After",,Repeated curl calls against http://127.0.0.1:8011/api/sources (the endpoint app-boot.js fires on every single page load) as part of the limit-scaling measurement in item 5; captured full response headers and body on the resulting 429.,"After roughly 20 calls to this exact route within about 15 minutes (a mix of my own test loops and the browser's own boot-time loadSources() calls across several cold-boot runs), the endpoint began returning HTTP 429 {""detail"":""Too many requests. Please try again later.""} with NO Retry-After header. The frontend's own api() wrapper (app-core.js:1859) tries to read Retry-After via parseFloat() and falls back to a fixed exponential backoff when it's absent — meaning the fallback path, not the intended one, is what actually runs on this route.","/home/user/oo-ui/wf-g/boot-and-bundle/sources_429_headers.txt (full response headers, no retry-after line), sources_429_evidence.json (body).","Because loadSources() fires unconditionally on every page boot AND app-markets.js draws from the identical route/limiter bucket when Markets is opened, a user who reloads the app repeatedly during a work session, or opens Markets a few times per hour, is one boot away from this call silently failing with a plumbing-flavored toast (""Could not load sources: ..."") — a normal-usage path to a degraded state, not an adversarial one. It does not break Home (Home never renders this data) but is a real, ","Once F1 is fixed (loadSources() deferred + hitting a lighter endpoint), this bucket is exercised far less often, which likely resolves it as a side effect; independently, adding a Retry-After header to the 429 response would let the existing frontend backoff logic behave as designed instead of falling back to a fixed schedule."
P2,performance,G-perf-states,boot,F6,An already-fixed N+1 the code audit flagged is confirmed fixed live; a sibling N+1 the same audit's own docstring names is confirmed still present and measured,,Read source_management.py's list_sources handler in full on the live instance; cross-referenced docs/audit/10_TRANSVERSAL_AUDIT_2026-09-08.md §4.11; computed the marginal per-row cost from the curl timings in item 5 (limit=100 vs limit=1000 on the correctly-paginated /api/sources/ route).,"The audit's finding (article_count computed via len(s.articles), forcing a full SQLCipher decrypt of every article body) is NOT what the live code does: it now uses a maintained article_count counter with one batched COUNT(*)...GROUP BY fallback for NULL rows — this appears fixed since the audit was written (git log shows several same-day merges after the audit's timestamp). However, the same handler still does `[g.name for g in s.groups.all()]` per row, and Source.groups is declared lazy='dynamic' in models.py — one extra SQL round-trip per row, every page — which the transversal audit's own /facets docstring separately describes as a known, unaddressed N+1 ('the N+1 article/group loads list_sources does'). The measured marginal cost between limit=100 (85.5ms) and limit=1000 (909.3ms) is ≈0.92ms/row, consistent with an O(n) round-trip pattern.","src/api/source_management.py lines ~443-495 (live-read); src/database/models.py line 289 (groups relationship, lazy='dynamic'); docs/audit/10_TRANSVERSAL_AUDIT_2026-09-08.md line 67 and §4.11; /home/user/oo-ui/wf-g/boot-and-bundle/sources_curl_timing.json for the two timing points used in the marginal-cost calculation.","Two distinct facts worth keeping separate in the ledger: (1) a P1 the code audit flagged the same day is already resolved in the running code — good to confirm rather than re-flag; (2) a smaller, still-live N+1 exists on the exact same endpoint and is measurably responsible for the ~10x time growth between limit=100 and limit=1000 on the properly-paginated route (though that route is not even the one Home's boot path reaches — see F1).","Since F1's fix (a narrow projection endpoint) sidesteps this route for the boot-time case, the remaining beneficiary of fixing groups' N+1 is the Settings sources-management UI's own pagination, which is not on Home's critical path but would matter at the 10x/100x corpus sizes discussed in the report body."
P2,performance,G-perf-states,surface,F4,"Insights re-fetches its status on every revisit, unlike every other surface",,Compared warm-switch (revisit) apiCallUrls across all 16 surfaces.,"14 of 15 non-home surfaces fire ONLY the two ambient background-poll calls (/api/scheduler/status, /api/system/network) and add 0 DOM nodes on a warm revisit. Insights is the exception: it also re-fires /api/insights/status every time.","per_surface_normal/insights.json warm.apiCallUrls ; src/static/app-library.js:1008-1025 startLive() -- the leading poll tick is skipped only `if (opts.loaderJustRan && LOADER_COVERS_LIVE.has(name))`, which is never true on a second/warm visit","A narrow asymmetry in an otherwise well-designed run-once-loader architecture -- Insights pays a real network cost on every single revisit that its sibling surfaces (home, library) were specifically coded to avoid.",
P2,interaction,G-perf-states,surface,F6,Airplane-mode coachmark genuinely blocked a click during interaction testing; exact target lost to the crash,,"Ran the interaction-latency script on a fresh port-8012 session (default state: offline/airplane-mode, coachmark never dismissed). Playwright's actionability engine retried a click 20+ times.","Verbatim Playwright trace: `<div class=""coach-body"">You're offline. Switch off airplane mode to go on...</div> from <div ... id=""net-coach"" ... class=""show prominent"">...</div> subtree intercepts pointer events`. Reading the code, `_placeCoach()` (app-core.js:618-666) only guards against overlapping 4 named top-bar buttons (net-toggle, lang-switch, tm-open, app-shutdown), never any dropdown/drawer those buttons open.","app-core.js:590-666 (maybeShowNetCoach/_placeCoach/dismissNetCoach) ; the raw retry-trace log that named the exact originally-clicked selector was overwritten when the script had to restart after a second OOM kill, and could not be reproduced before the server died for good","A real, tool-detected overlap (not a guess) on a fresh-install session -- the state every real first-time user is in. I'm flagging this at reduced confidence specifically because I lost the exact selector; it should be re-verified with a fresh run rather than trusted at face value for which control it blocks.",
P2,other,G-perf-states,surface,F11,Prior code-level audit's /api/sources/ finding looks stale; a different N+1 is live in the same endpoint,,"Read src/api/source_management.py:374-497 (the router actually mounted at /api/sources/, which app-sources.js's `?limit=1000` boot-adjacent call hits) versus the orchestrator's lead describing len(s.articles) per-row decryption.","The router version already uses a maintained article_count counter + one batched COUNT(*) fallback for NULL rows (the code comment explicitly names and rejects the len(s.articles) pattern). But the SAME endpoint runs `[g.name for g in s.groups.all()]` PER SOURCE ROW -- up to 1000 extra queries for the limit=1000 call. Separately, that call's only found call site (loadBatchPicker -> loadScheduler, app-sources.js:603-616,858-865) is the Settings-Advanced-Collect batch-ingest picker, not an obviously-unconditional Home-boot call.","src/api/source_management.py:449-497 ; src/static/app-sources.js:603-616,858-865",Attributing the wrong mechanism (or the wrong trigger) to a real cost risks a fix that doesn't touch the actual bottleneck. The len(s.articles) pattern this session's prior audit flagged does not appear to be what runs today; the .groups.all() per-row pattern does.,
P3,performance,A1-walk-core,feed,feed-no-virtualization-graceful-pagination,"No virtualization: Feed is manual pagination, not infinite scroll — works cleanly today but has no ceiling",,"Clicked 'Load more' 19 times in a row (with re-query-by-text each time since the button node is replaced on every render) from a fresh Feed load, measuring DOM node count and .feed-card count before/after each click, then scrolled the fully-loaded page with 10 synthetic wheel gestures while a longtask PerformanceObserver was attached.","Each click adds exactly 20 cards until the 370th (of 453 total, matching the '83 held back' caveat exactly); the 20th click makes the button disappear and the list prints an honest 'That is the end of this pass.' with no button remaining — never a fake infinite-scroll stall. DOM nodes grew linearly and predictably from 7,219 → 11,709 across the run; zero long tasks (>50ms) were recorded during the post-load scroll; console/uncaught/failedRequests were empty at every probe (initial, mid-load, and fully-loaded states). JS heap usage rose from ~10MB to ~190MB (well under the 4096MB limit) once all 370 articles were resident.","/home/user/oo-ui/wf-a1/feed/feed-full-load.json (per-click growth table + final counts: 370 cards, 11708 DOM nodes); /home/user/oo-ui/wf-a1/feed/feed-fully-loaded-bottom.png (the honest end-of-list message); /home/user/oo-ui/wf-a1/feed/feed-deep-probes.json (perf/console/contrast/overflow at the fully-loaded state).","On this 453-article fixture, click-to-load pagination performs fine and is more honest than autoloading. But nothing is ever torn back down as you page forward, so DOM size and JS heap are monotonic in how many pages a session has ever opened — on a much larger real corpus (the app is designed to grow a user's own corpus indefinitely) this pattern would eventually need a virtualization or unload strategy that does not exist today.",
P3,complexity,A1-walk-core,feed,feed-mark-invisible-plumbing,Read-position bookmarking exists per order-mode but is entirely invisible in the UI,,"Inspected the full localStorage state before and after switching between Order modes (Shuffled/Newest first/Reshuffle/Start from the top) and after scrolling, looking for the 'oo.feed.mark' key the task brief named.","There is no literal 'oo.feed.mark' key. Instead the app keeps one scoped key per order mode: oo.feed.mark.shuffled (an opaque numeric value, e.g. '114227554') and oo.feed.mark.recent (observed as 'ISO-timestamp|integer', e.g. '2026-06-23T01:42:00|35' — a resume bookmark, apparently date+index). oo.feed.order itself is also absent until you leave the default Shuffled mode at least once (null on a fresh load). None of this is exposed anywhere in the visible UI: no card is marked as previously seen, there is no 'resume from here' affordance, and I could not find a UI element whose text or title references this mechanism at all.","Session transcript localStorage dumps (before/after Newest-first, after Reshuffle, after mouse-wheel scroll); /home/user/oo-ui/wf-a1/feed/feed-walk-part1.json ('localstorage_before', 'localstorage_after_newest').","The mechanism itself looks thoughtfully designed (independent bookmarks per order mode so switching Order and switching back resumes correctly) but as implemented it is pure plumbing the user cannot see, inspect, or reset from the surface itself — in tension with the project's own 'the UI shows data, never plumbing' principle, just turned inward on the app's own state rather than the corpus's.",
P3,layout,A1-walk-core,feed,feed-no-899-900-breakpoint-break,No visible breakage at the 900px boundary the brief flagged — the layout appears to scale fluidly rather than snap,,"Rendered the Feed surface at 899px, 901px and 1024px width (plus 375 and 1920 as the required extra viewports) and ran overflow() at each.","overflow() reported zero escaping/clipped elements at 899, 901, 1024, 1440 and 1920px; the sidebar, top bar and article-card column all appear to resize continuously with viewport width rather than jumping at a discrete breakpoint. At 375px the sidebar goes fully off-canvas (rect x as low as -250px) but is reachable via a labelled '#hamburger' button ('Open navigation menu') that correctly opens it as an overlay drawer.",/home/user/oo-ui/wf-a1/feed/feed-width-899.png; /home/user/oo-ui/wf-a1/feed/feed-width-901.png; /home/user/oo-ui/wf-a1/feed/feed-width-1024.png; /home/user/oo-ui/wf-a1/feed/feed-phone-sidebar-open.png; overflow() results in feed-walk-part3-full.json (all zero totalElements at 899/901/1024/1440/1920).,"The brief specifically asked whether the absence of a media query between 900px and desktop would show — on this surface, with this fixture, it did not: the layout is fluid rather than dependent on a breakpoint, so there was nothing to regress. Recorded as a clean pass rather than assumed.",
P3,a11y,A1-walk-core,home,home-heading-hierarchy,"No page-level <h1>, and .ov-fam family headers (h4) skip a heading level",,Ran axe() (wcag2a/aa/21a/21aa/best-practice) on the settled Home surface.,"page-has-heading-one (moderate): the document has no <h1> anywhere. heading-order (moderate): .ov-fam ('Overtold', 'Undertold', ... family headers) are h4 with no intervening h2/h3 sibling establishing that level first on the page (the page's only H2 is 'Briefing').",/home/user/oo-ui/wf-a1/home/axe-settled.json,Low-severity but easy to fix and would improve screen-reader landmark/heading navigation of a content-dense page; not a blocker.,
P3,a11y,A1-walk-core,home,home-nav-label-badge-concat,The 'Commodities' sidebar item's 'adv' badge concatenates into its accessible name with no separator,,Read the focused element's textContent while tabbing through the sidebar.,"The nav item's computed text content is literally 'Commoditiesadv' (the '(adv)' pill has no separating space/aria-label), so a screen reader announces it as one run-on word.","/home/user/oo-ui/wf-a1/home/keyboard-tab-order.json, entry for the Commodities nav item","Minor, but a one-line fix (visually-hidden separator or an aria-label override) for a control every user sees in the permanent sidebar.",
P3,honesty,A1-walk-core,home,home-alertstrip-untested,The Home alert strip's populated state is unverified on this fixture,,Inspected #home-alerts-panel/#home-alerts in the DOM.,"The section is present with the HTML `hidden` attribute and an empty inner container — state-C's fixture currently produces zero alerts, so its rendered/wrapped/multi-alert appearance was never exercised.","inline probe output from /tmp/probe4.py: panelDisplay:'none', panelHTML shows `hidden=""""`","Per the project's own rule, an untested path is not a pass — if alerts ever populate here, their layout, dismiss behavior, and interaction with the stat strip above them are unverified by this session.",
